source_id,relation,target_id,weight,source,target
N10,associated_with,N1079,1,lymphedema,edema
N10,associated_with,N1285,1,lymphedema,blood
N10,associated_with,N1995,1,lymphedema,lymph
N10,associated_with,N1996,1,lymphedema,lymphatic system
N10,associated_with,N3288,1,lymphedema,lip
N10,associated_with,N3973,1,lymphedema,lipid a
N10,associated_with,N7617,1,lymphedema,association
N100,associated_with,N1203,6,pulmonary embolism,embolism
N100,associated_with,N1285,1,pulmonary embolism,blood
N100,associated_with,N1302,1,pulmonary embolism,thromboembolism
N100,associated_with,N1326,1,pulmonary embolism,mortality
N100,associated_with,N1464,1,pulmonary embolism,dihydroergotamine
N100,associated_with,N1920,1,pulmonary embolism,ear
N100,associated_with,N2131,1,pulmonary embolism,blood transfusion
N100,associated_with,N2622,1,pulmonary embolism,ergotamine
N100,associated_with,N292,4,pulmonary embolism,thrombosis
N100,associated_with,N3768,1,pulmonary embolism,incidence
N100,associated_with,N5742,1,pulmonary embolism,michigan
N100,associated_with,N6685,1,pulmonary embolism,medicaid
N100,associated_with,N886,1,pulmonary embolism,morbidity
N100,causes,N1203,6,pulmonary embolism,embolism
N100,causes,N1326,3,pulmonary embolism,mortality
N100,causes,N1370,1,pulmonary embolism,bronchi
N100,causes,N1464,1,pulmonary embolism,dihydroergotamine
N100,causes,N1657,1,pulmonary embolism,fibrin
N100,causes,N1892,1,pulmonary embolism,rna
N100,causes,N1920,1,pulmonary embolism,ear
N100,causes,N2557,1,pulmonary embolism,ions
N100,causes,N2622,1,pulmonary embolism,ergotamine
N100,causes,N3016,2,pulmonary embolism,patients
N100,causes,N37,1,pulmonary embolism,heart
N100,causes,N3793,1,pulmonary embolism,cations
N100,causes,N42,1,pulmonary embolism,tin
N100,causes,N4235,2,pulmonary embolism,disease
N100,causes,N448,1,pulmonary embolism,pneumonia
N100,causes,N5344,4,pulmonary embolism,death
N100,causes,N635,1,pulmonary embolism,carcinoma
N100,causes,N720,1,pulmonary embolism,heart failure
N100,treated_by,N1079,1,pulmonary embolism,edema
N100,treated_by,N1117,1,pulmonary embolism,dexamethasone
N100,treated_by,N1186,1,pulmonary embolism,infarction
N100,treated_by,N1203,7,pulmonary embolism,embolism
N100,treated_by,N1733,1,pulmonary embolism,shock
N100,treated_by,N1920,1,pulmonary embolism,ear
N100,treated_by,N200,1,pulmonary embolism,calcium
N100,treated_by,N2135,4,pulmonary embolism,plasminogen
N100,treated_by,N2228,1,pulmonary embolism,rest
N100,treated_by,N237,1,pulmonary embolism,pregnancy
N100,treated_by,N2557,1,pulmonary embolism,ions
N100,treated_by,N292,1,pulmonary embolism,thrombosis
N100,treated_by,N3016,2,pulmonary embolism,patients
N100,treated_by,N3463,1,pulmonary embolism,thrombin
N100,treated_by,N3793,1,pulmonary embolism,cations
N100,treated_by,N39,1,pulmonary embolism,myocardial infarction
N100,treated_by,N42,1,pulmonary embolism,tin
N100,treated_by,N4224,3,pulmonary embolism,tissue plasminogen activator
N100,treated_by,N448,1,pulmonary embolism,pneumonia
N100,treated_by,N453,1,pulmonary embolism,antithrombin iii
N100,treated_by,N454,2,pulmonary embolism,heparin
N100,treated_by,N634,1,pulmonary embolism,antithrombin iii deficiency
N1005,causes,N1733,1,cerebellum,shock
N1005,causes,N1835,1,cerebellum,temperature
N1005,causes,N1892,1,cerebellum,rna
N1005,causes,N567,1,cerebellum,fever
N1005,causes,N621,1,cerebellum,brain
N1005,causes,N855,1,cerebellum,pons
N1006,associated_with,N106,4,cerebral arteries,arteries
N1006,associated_with,N1212,1,cerebral arteries,hemorrhage
N1006,associated_with,N1235,2,cerebral arteries,arachnoid
N1006,associated_with,N1622,1,cerebral arteries,necrosis
N1006,associated_with,N2069,1,cerebral arteries,subarachnoid hemorrhage
N1006,associated_with,N2557,2,cerebral arteries,ions
N1006,associated_with,N3793,1,cerebral arteries,cations
N1006,associated_with,N3897,1,cerebral arteries,fibrosis
N1006,associated_with,N4235,1,cerebral arteries,disease
N1006,associated_with,N429,1,cerebral arteries,arteritis
N1006,associated_with,N4385,1,cerebral arteries,genes
N1006,associated_with,N49,1,cerebral arteries,hypertension
N1006,associated_with,N795,2,cerebral arteries,spasm
N1006,causes,N106,1,cerebral arteries,arteries
N1006,causes,N1235,1,cerebral arteries,arachnoid
N1006,causes,N1622,1,cerebral arteries,necrosis
N1006,causes,N2557,1,cerebral arteries,ions
N1006,causes,N3897,1,cerebral arteries,fibrosis
N1006,causes,N429,1,cerebral arteries,arteritis
N1012,associated_with,N121,1,coma,seizures
N1012,associated_with,N1326,1,coma,mortality
N1012,associated_with,N1485,4,coma,sarcoma
N1012,associated_with,N1515,1,coma,vomiting
N1012,associated_with,N1553,1,coma,cell count
N1012,associated_with,N1588,2,coma,glaucoma
N1012,associated_with,N1625,1,coma,urea
N1012,associated_with,N170,2,coma,infant
N1012,associated_with,N18,2,coma,syndrome
N1012,associated_with,N1871,1,coma,central nervous system
N1012,associated_with,N1920,2,coma,ear
N1012,associated_with,N1995,1,coma,lymph
N1012,associated_with,N21,1,coma,cyclic amp
N1012,associated_with,N2189,1,coma,steroids
N1012,associated_with,N2557,2,coma,ions
N1012,associated_with,N2870,1,coma,head
N1012,associated_with,N294,1,coma,vasodilation
N1012,associated_with,N3016,1,coma,patients
N1012,associated_with,N313,1,coma,bradycardia
N1012,associated_with,N3153,1,coma,vinyl chloride
N1012,associated_with,N3599,1,coma,nervous system
N1012,associated_with,N4055,1,coma,asia
N1012,associated_with,N42,3,coma,tin
N1012,associated_with,N460,1,coma,hypothermia
N1012,associated_with,N4794,1,coma,failure to thrive
N1012,associated_with,N49,1,coma,hypertension
N1012,associated_with,N4917,1,coma,arsenic
N1012,associated_with,N5344,2,coma,death
N1012,associated_with,N5824,1,coma,metabolism
N1012,associated_with,N615,1,coma,creatinine
N1012,associated_with,N6496,1,coma,cytomegalovirus
N1012,associated_with,N742,1,coma,lymphoma
N1012,associated_with,N886,1,coma,morbidity
N1012,associated_with,N901,1,coma,filtration
N1012,associated_with,N930,1,coma,hypotension
N1012,causes,N1079,1,coma,edema
N1012,causes,N1285,1,coma,blood
N1012,causes,N1485,1,coma,sarcoma
N1012,causes,N2189,1,coma,steroids
N1012,causes,N2557,1,coma,ions
N1012,causes,N3016,2,coma,patients
N1012,causes,N3086,1,coma,water
N1012,causes,N3153,1,coma,vinyl chloride
N1012,causes,N442,1,coma,respiration
N1012,causes,N446,1,coma,bronchopneumonia
N1012,causes,N448,1,coma,pneumonia
N1012,causes,N49,1,coma,hypertension
N1012,causes,N4910,1,coma,hepatic encephalopathy
N1012,causes,N4917,1,coma,arsenic
N1012,causes,N5344,2,coma,death
N1012,causes,N621,1,coma,brain
N1012,causes,N6289,1,coma,attention
N1012,treated_by,N121,1,coma,seizures
N1012,treated_by,N1485,1,coma,sarcoma
N1012,treated_by,N1738,1,coma,barbiturates
N1012,treated_by,N1920,1,coma,ear
N1012,treated_by,N3016,1,coma,patients
N1012,treated_by,N360,1,coma,prognosis
N1012,treated_by,N855,1,coma,pons
N1013,associated_with,N18,1,disseminated intravascular coagulation,syndrome
N1013,associated_with,N237,1,disseminated intravascular coagulation,pregnancy
N1013,associated_with,N292,1,disseminated intravascular coagulation,thrombosis
N1013,associated_with,N7208,1,disseminated intravascular coagulation,toxemia
N1013,causes,N1225,1,disseminated intravascular coagulation,fibrinolysis
N1013,causes,N1657,1,disseminated intravascular coagulation,fibrin
N1013,causes,N2011,1,disseminated intravascular coagulation,air
N1013,causes,N2114,1,disseminated intravascular coagulation,thrombocytopenia
N1013,causes,N2116,1,disseminated intravascular coagulation,placenta
N1013,causes,N296,1,disseminated intravascular coagulation,cardiac output
N1013,causes,N42,1,disseminated intravascular coagulation,tin
N1013,causes,N432,1,disseminated intravascular coagulation,ischemia
N1013,causes,N4385,1,disseminated intravascular coagulation,genes
N1013,causes,N5110,1,disseminated intravascular coagulation,lead
N1019,associated_with,N1622,1,penicillamine,necrosis
N1019,associated_with,N2209,1,penicillamine,nephritis
N1019,associated_with,N2228,1,penicillamine,rest
N1019,associated_with,N2557,1,penicillamine,ions
N1019,associated_with,N2967,1,penicillamine,amyloid
N1019,associated_with,N340,1,penicillamine,amyloidosis
N1019,associated_with,N3668,1,penicillamine,gold
N1019,associated_with,N610,1,penicillamine,vasculitis
N1019,associated_with,N629,1,penicillamine,glomerulonephritis
N1020,causes,N191,1,t-lymphocytes,glycosaminoglycans
N1020,causes,N1995,1,t-lymphocytes,lymph
N1020,causes,N2111,1,t-lymphocytes,cells
N1020,causes,N4375,1,t-lymphocytes,l cells
N1020,causes,N741,1,t-lymphocytes,lymphocytes
N1022,treated_by,N1892,1,autoradiography,rna
N1022,treated_by,N6337,1,autoradiography,radio
N1022,treated_by,N71,1,autoradiography,radiography
N1029,associated_with,N1062,1,aortic coarctation,hypertrophy
N1029,associated_with,N18,1,aortic coarctation,syndrome
N1029,associated_with,N3016,1,aortic coarctation,patients
N1029,associated_with,N815,1,aortic coarctation,down syndrome
N1030,associated_with,N1186,1,nephrotic syndrome,infarction
N1030,associated_with,N1439,1,nephrotic syndrome,tuberculosis
N1030,associated_with,N18,3,nephrotic syndrome,syndrome
N1030,associated_with,N1920,1,nephrotic syndrome,ear
N1030,associated_with,N1995,1,nephrotic syndrome,lymph
N1030,associated_with,N2326,1,nephrotic syndrome,arthritis
N1030,associated_with,N2957,1,nephrotic syndrome,erythema
N1030,associated_with,N2967,1,nephrotic syndrome,amyloid
N1030,associated_with,N3016,1,nephrotic syndrome,patients
N1030,associated_with,N340,1,nephrotic syndrome,amyloidosis
N1030,associated_with,N37,1,nephrotic syndrome,heart
N1030,associated_with,N39,1,nephrotic syndrome,myocardial infarction
N1030,associated_with,N42,1,nephrotic syndrome,tin
N1030,associated_with,N5344,1,nephrotic syndrome,death
N1030,associated_with,N624,1,nephrotic syndrome,cerebral infarction
N1030,associated_with,N635,1,nephrotic syndrome,carcinoma
N1030,associated_with,N720,1,nephrotic syndrome,heart failure
N1030,associated_with,N742,1,nephrotic syndrome,lymphoma
N1030,associated_with,N774,1,nephrotic syndrome,leukopenia
N1030,associated_with,N930,1,nephrotic syndrome,hypotension
N1030,causes,N18,1,nephrotic syndrome,syndrome
N1030,causes,N32,1,nephrotic syndrome,adult
N1030,causes,N42,1,nephrotic syndrome,tin
N1030,causes,N4235,1,nephrotic syndrome,disease
N1030,treated_by,N18,1,nephrotic syndrome,syndrome
N1030,treated_by,N292,1,nephrotic syndrome,thrombosis
N1030,treated_by,N454,1,nephrotic syndrome,heparin
N1031,treated_by,N3016,1,aortic dissection,patients
N1031,treated_by,N3155,1,aortic dissection,formaldehyde
N1031,treated_by,N3616,1,aortic dissection,dissection
N1031,treated_by,N4106,1,aortic dissection,gelatin
N1031,treated_by,N42,1,aortic dissection,tin
N1033,associated_with,N1212,1,phlebitis,hemorrhage
N1033,associated_with,N1332,1,phlebitis,retina
N1033,associated_with,N1686,2,phlebitis,bacteria
N1033,associated_with,N1920,1,phlebitis,ear
N1033,associated_with,N2557,1,phlebitis,ions
N1033,associated_with,N2587,1,phlebitis,butter
N1033,associated_with,N3573,1,phlebitis,herpes zoster ophthalmicus
N1033,associated_with,N3768,1,phlebitis,incidence
N1033,associated_with,N42,1,phlebitis,tin
N1033,associated_with,N4236,1,phlebitis,vitreous hemorrhage
N1033,associated_with,N4411,1,phlebitis,stainless steel
N1033,associated_with,N455,5,phlebitis,thrombophlebitis
N1033,associated_with,N870,1,phlebitis,diazepam
N1033,associated_with,N873,1,phlebitis,herpes zoster
N1033,causes,N439,1,phlebitis,venous insufficiency
N1033,causes,N455,1,phlebitis,thrombophlebitis
N1034,causes,N1651,1,pulmonary veins,veins
N1034,causes,N2165,1,pulmonary veins,dilatation
N1034,causes,N2393,1,pulmonary veins,venous pressure
N1034,causes,N3537,1,pulmonary veins,pressure
N1038,associated_with,N1079,1,fetus,edema
N1038,associated_with,N123,1,fetus,angiomatosis
N1038,associated_with,N1892,2,fetus,rna
N1038,associated_with,N1995,2,fetus,lymph
N1038,associated_with,N1996,1,fetus,lymphatic system
N1038,associated_with,N237,1,fetus,pregnancy
N1038,associated_with,N2557,2,fetus,ions
N1038,associated_with,N26,2,fetus,male
N1038,associated_with,N29,1,fetus,myocardium
N1038,associated_with,N3071,1,fetus,carnitine
N1038,associated_with,N36,2,fetus,female
N1038,associated_with,N360,1,fetus,prognosis
N1038,associated_with,N3768,1,fetus,incidence
N1038,associated_with,N42,1,fetus,tin
N1038,associated_with,N46,1,fetus,risk
N1038,associated_with,N49,1,fetus,hypertension
N1038,associated_with,N5360,1,fetus,sex
N1038,associated_with,N8,1,fetus,lymphangioma
N1038,associated_with,N881,1,fetus,autopsy
N1038,causes,N1056,1,fetus,growth
N1038,causes,N1398,1,fetus,arm
N1038,causes,N1623,1,fetus,oxprenolol
N1038,causes,N1920,1,fetus,ear
N1038,causes,N2116,1,fetus,placenta
N1038,causes,N237,2,fetus,pregnancy
N1038,causes,N3016,1,fetus,patients
N1038,causes,N3361,1,fetus,sound
N1038,causes,N4303,1,fetus,chorion
N1038,causes,N49,1,fetus,hypertension
N1038,causes,N573,1,fetus,hematoma
N1038,increases_risk_of,N1892,1,fetus,rna
N1038,increases_risk_of,N237,1,fetus,pregnancy
N1038,increases_risk_of,N2557,1,fetus,ions
N1038,increases_risk_of,N26,1,fetus,male
N1038,increases_risk_of,N36,1,fetus,female
N1038,increases_risk_of,N3768,1,fetus,incidence
N1038,increases_risk_of,N46,1,fetus,risk
N1038,increases_risk_of,N5360,1,fetus,sex
N1038,treated_by,N486,1,fetus,liver
N1038,treated_by,N6518,1,fetus,ventilation
N1041,treated_by,N1920,1,anticonvulsants,ear
N1042,associated_with,N1738,1,benzodiazepines,barbiturates
N1042,associated_with,N7118,1,benzodiazepines,azepines
N1047,associated_with,N1162,1,movement disorders,iron
N1047,associated_with,N1186,1,movement disorders,infarction
N1047,associated_with,N2441,1,movement disorders,movement
N1047,associated_with,N621,1,movement disorders,brain
N1047,associated_with,N624,1,movement disorders,cerebral infarction
N1050,treated_by,N1224,1,phenytoin,dialysis
N1050,treated_by,N1509,1,phenytoin,peritoneal dialysis
N1050,treated_by,N461,1,phenytoin,poisoning
N1054,associated_with,N2557,1,dehydroepiandrosterone,ions
N1054,associated_with,N3763,1,dehydroepiandrosterone,coronary artery disease
N1054,associated_with,N4235,1,dehydroepiandrosterone,disease
N1054,associated_with,N5344,1,dehydroepiandrosterone,death
N1054,associated_with,N7108,1,dehydroepiandrosterone,androsterone
N1055,treated_by,N1102,1,ethinyl estradiol,estradiol
N1055,treated_by,N1162,1,ethinyl estradiol,iron
N1055,treated_by,N1285,1,ethinyl estradiol,blood
N1055,treated_by,N2131,1,ethinyl estradiol,blood transfusion
N1055,treated_by,N2557,1,ethinyl estradiol,ions
N1055,treated_by,N4055,1,ethinyl estradiol,asia
N1055,treated_by,N4235,1,ethinyl estradiol,disease
N1055,treated_by,N6337,1,ethinyl estradiol,radio
N1055,treated_by,N635,1,ethinyl estradiol,carcinoma
N1056,associated_with,N1062,1,growth,hypertrophy
N1056,associated_with,N1186,1,growth,infarction
N1056,associated_with,N1203,1,growth,embolism
N1056,associated_with,N1222,1,growth,arterioles
N1056,associated_with,N125,1,growth,child
N1056,associated_with,N1278,1,growth,anticoagulants
N1056,associated_with,N1302,1,growth,thromboembolism
N1056,associated_with,N1316,2,growth,glucose
N1056,associated_with,N1336,1,growth,growth hormone
N1056,associated_with,N1616,1,growth,aortic valve
N1056,associated_with,N1698,1,growth,altitude
N1056,associated_with,N18,1,growth,syndrome
N1056,associated_with,N1892,1,growth,rna
N1056,associated_with,N1917,1,growth,creatine
N1056,associated_with,N1920,2,growth,ear
N1056,associated_with,N2111,2,growth,cells
N1056,associated_with,N2116,1,growth,placenta
N1056,associated_with,N237,1,growth,pregnancy
N1056,associated_with,N2409,1,growth,coagulants
N1056,associated_with,N247,1,growth,sodium
N1056,associated_with,N2539,2,growth,plasma
N1056,associated_with,N2557,3,growth,ions
N1056,associated_with,N2791,1,growth,atrophy
N1056,associated_with,N30,1,growth,rats
N1056,associated_with,N3016,1,growth,patients
N1056,associated_with,N3288,2,growth,lip
N1056,associated_with,N3328,1,growth,extremities
N1056,associated_with,N3332,1,growth,fetal growth retardation
N1056,associated_with,N369,1,growth,aging
N1056,associated_with,N3693,1,growth,exercise
N1056,associated_with,N37,1,growth,heart
N1056,associated_with,N3793,1,growth,cations
N1056,associated_with,N4055,1,growth,asia
N1056,associated_with,N410,1,growth,creatine kinase
N1056,associated_with,N42,3,growth,tin
N1056,associated_with,N4235,2,growth,disease
N1056,associated_with,N4342,1,growth,fasting
N1056,associated_with,N4385,1,growth,genes
N1056,associated_with,N49,1,growth,hypertension
N1056,associated_with,N508,1,growth,hyperplasia
N1056,associated_with,N5344,1,growth,death
N1056,associated_with,N55,1,growth,antibodies
N1056,associated_with,N596,1,growth,insulin
N1056,associated_with,N6003,1,growth,angiodysplasia
N1056,associated_with,N6012,1,growth,health
N1056,associated_with,N635,1,growth,carcinoma
N1056,associated_with,N855,1,growth,pons
N1056,causes,N1038,1,growth,fetus
N1056,causes,N1062,1,growth,hypertrophy
N1056,causes,N125,1,growth,child
N1056,causes,N1398,1,growth,arm
N1056,causes,N1623,1,growth,oxprenolol
N1056,causes,N1920,3,growth,ear
N1056,causes,N2011,1,growth,air
N1056,causes,N2111,1,growth,cells
N1056,causes,N237,1,growth,pregnancy
N1056,causes,N2557,1,growth,ions
N1056,causes,N274,1,growth,kidney
N1056,causes,N3693,1,growth,exercise
N1056,causes,N37,1,growth,heart
N1056,causes,N3793,1,growth,cations
N1056,causes,N42,1,growth,tin
N1056,causes,N49,2,growth,hypertension
N1056,causes,N505,1,growth,cardiomegaly
N1056,causes,N5110,1,growth,lead
N1056,treated_by,N1103,1,growth,testosterone
N1056,treated_by,N1336,1,growth,growth hormone
N1056,treated_by,N19,1,growth,animals
N1056,treated_by,N1920,1,growth,ear
N1056,treated_by,N2228,1,growth,rest
N1056,treated_by,N2266,1,growth,cataract
N1056,treated_by,N237,1,growth,pregnancy
N1056,treated_by,N2618,1,growth,thyroxine
N1056,treated_by,N30,1,growth,rats
N1056,treated_by,N3288,1,growth,lip
N1056,treated_by,N454,1,growth,heparin
N1056,treated_by,N4836,1,growth,pregnancy outcome
N1056,treated_by,N6427,1,growth,polyuria
N1056,treated_by,N6769,1,growth,glycosuria
N106,associated_with,N1006,4,arteries,cerebral arteries
N106,associated_with,N1062,4,arteries,hypertrophy
N106,associated_with,N1186,2,arteries,infarction
N106,associated_with,N1203,1,arteries,embolism
N106,associated_with,N1212,1,arteries,hemorrhage
N106,associated_with,N1222,1,arteries,arterioles
N106,associated_with,N1235,2,arteries,arachnoid
N106,associated_with,N1267,2,arteries,inflammation
N106,associated_with,N1285,2,arteries,blood
N106,associated_with,N1294,1,arteries,cartilage
N106,associated_with,N1302,1,arteries,thromboembolism
N106,associated_with,N1326,2,arteries,mortality
N106,associated_with,N1354,1,arteries,pain
N106,associated_with,N1370,1,arteries,bronchi
N106,associated_with,N1462,1,arteries,canrenone
N106,associated_with,N1618,1,arteries,mitral valve
N106,associated_with,N1622,1,arteries,necrosis
N106,associated_with,N1651,1,arteries,veins
N106,associated_with,N167,1,arteries,fibroma
N106,associated_with,N18,4,arteries,syndrome
N106,associated_with,N1802,1,arteries,depression
N106,associated_with,N1892,1,arteries,rna
N106,associated_with,N19,1,arteries,animals
N106,associated_with,N1920,6,arteries,ear
N106,associated_with,N1958,1,arteries,rupture
N106,associated_with,N1959,1,arteries,tibia
N106,associated_with,N2011,3,arteries,air
N106,associated_with,N2046,1,arteries,rubella
N106,associated_with,N2069,1,arteries,subarachnoid hemorrhage
N106,associated_with,N2084,1,arteries,emphysema
N106,associated_with,N2135,1,arteries,plasminogen
N106,associated_with,N217,2,arteries,blood pressure
N106,associated_with,N2190,1,arteries,thromboangiitis obliterans
N106,associated_with,N2205,1,arteries,bile ducts
N106,associated_with,N2557,8,arteries,ions
N106,associated_with,N2630,1,arteries,microscopy
N106,associated_with,N274,2,arteries,kidney
N106,associated_with,N292,1,arteries,thrombosis
N106,associated_with,N30,1,arteries,rats
N106,associated_with,N3016,4,arteries,patients
N106,associated_with,N3025,1,arteries,intractable pain
N106,associated_with,N3225,1,arteries,hand
N106,associated_with,N3230,1,arteries,work
N106,associated_with,N328,1,arteries,smoking
N106,associated_with,N3288,1,arteries,lip
N106,associated_with,N3463,1,arteries,thrombin
N106,associated_with,N3478,1,arteries,light
N106,associated_with,N352,1,arteries,sclerosis
N106,associated_with,N3537,4,arteries,pressure
N106,associated_with,N3638,1,arteries,risk factors
N106,associated_with,N3657,1,arteries,circle of willis
N106,associated_with,N369,2,arteries,aging
N106,associated_with,N379,1,arteries,aneurysm
N106,associated_with,N3793,1,arteries,cations
N106,associated_with,N3843,1,arteries,protein c
N106,associated_with,N3897,3,arteries,fibrosis
N106,associated_with,N39,1,arteries,myocardial infarction
N106,associated_with,N392,2,arteries,lung
N106,associated_with,N4055,2,arteries,asia
N106,associated_with,N42,5,arteries,tin
N106,associated_with,N4235,4,arteries,disease
N106,associated_with,N429,2,arteries,arteritis
N106,associated_with,N432,1,arteries,ischemia
N106,associated_with,N4385,1,arteries,genes
N106,associated_with,N4409,1,arteries,hepatic veins
N106,associated_with,N4521,1,arteries,hip
N106,associated_with,N453,1,arteries,antithrombin iii
N106,associated_with,N46,2,arteries,risk
N106,associated_with,N4618,1,arteries,neurofibroma
N106,associated_with,N486,1,arteries,liver
N106,associated_with,N489,1,arteries,recurrence
N106,associated_with,N49,9,arteries,hypertension
N106,associated_with,N494,1,arteries,perfusion
N106,associated_with,N5049,1,arteries,thalidomide
N106,associated_with,N5060,1,arteries,splenic infarction
N106,associated_with,N5314,1,arteries,pneumoconiosis
N106,associated_with,N539,1,arteries,lung diseases
N106,associated_with,N5487,1,arteries,bronchial arteries
N106,associated_with,N559,2,arteries,biopsy
N106,associated_with,N5678,3,arteries,affect
N106,associated_with,N6038,1,arteries,tibial arteries
N106,associated_with,N6101,1,arteries,nose
N106,associated_with,N6565,1,arteries,bile
N106,associated_with,N704,1,arteries,pulmonary artery
N106,associated_with,N711,2,arteries,nephrectomy
N106,associated_with,N790,1,arteries,angiography
N106,associated_with,N795,2,arteries,spasm
N106,associated_with,N855,1,arteries,pons
N106,associated_with,N900,1,arteries,ether
N106,causes,N1006,1,arteries,cerebral arteries
N106,causes,N1062,1,arteries,hypertrophy
N106,causes,N1220,1,arteries,glycolysis
N106,causes,N1235,1,arteries,arachnoid
N106,causes,N1267,1,arteries,inflammation
N106,causes,N1285,1,arteries,blood
N106,causes,N1326,1,arteries,mortality
N106,causes,N1354,1,arteries,pain
N106,causes,N146,1,arteries,dogs
N106,causes,N161,1,arteries,cell nucleus
N106,causes,N162,1,arteries,connective tissue
N106,causes,N1622,1,arteries,necrosis
N106,causes,N170,1,arteries,infant
N106,causes,N1781,1,arteries,hypothalamus
N106,causes,N1782,1,arteries,neurons
N106,causes,N1827,1,arteries,tetralogy of fallot
N106,causes,N1892,1,arteries,rna
N106,causes,N190,4,arteries,aorta
N106,causes,N1920,2,arteries,ear
N106,causes,N1959,1,arteries,tibia
N106,causes,N2011,2,arteries,air
N106,causes,N2059,1,arteries,myocardial revascularization
N106,causes,N2228,1,arteries,rest
N106,causes,N2359,1,arteries,popliteal artery
N106,causes,N24,1,arteries,hypoxia
N106,causes,N2557,7,arteries,ions
N106,causes,N26,1,arteries,male
N106,causes,N2621,1,arteries,ankle
N106,causes,N2802,2,arteries,tea
N106,causes,N292,1,arteries,thrombosis
N106,causes,N30,2,arteries,rats
N106,causes,N3016,3,arteries,patients
N106,causes,N304,1,arteries,body weight
N106,causes,N3109,1,arteries,foot
N106,causes,N3288,2,arteries,lip
N106,causes,N352,2,arteries,sclerosis
N106,causes,N3612,1,arteries,thalamus
N106,causes,N3693,1,arteries,exercise
N106,causes,N3762,2,arteries,reoperation
N106,causes,N3793,1,arteries,cations
N106,causes,N3897,2,arteries,fibrosis
N106,causes,N3973,1,arteries,lipid a
N106,causes,N4055,2,arteries,asia
N106,causes,N42,2,arteries,tin
N106,causes,N4235,1,arteries,disease
N106,causes,N429,1,arteries,arteritis
N106,causes,N431,1,arteries,intermittent claudication
N106,causes,N432,2,arteries,ischemia
N106,causes,N435,1,arteries,spinal cord
N106,causes,N4419,1,arteries,chest pain
N106,causes,N4521,1,arteries,hip
N106,causes,N489,1,arteries,recurrence
N106,causes,N49,2,arteries,hypertension
N106,causes,N508,2,arteries,hyperplasia
N106,causes,N510,1,arteries,swimming
N106,causes,N5110,4,arteries,lead
N106,causes,N5678,1,arteries,affect
N106,causes,N6038,1,arteries,tibial arteries
N106,causes,N6048,2,arteries,knee
N106,causes,N6101,1,arteries,nose
N106,causes,N621,1,arteries,brain
N106,causes,N670,1,arteries,cats
N106,causes,N855,2,arteries,pons
N106,causes,N886,1,arteries,morbidity
N106,causes,N900,1,arteries,ether
N106,causes,N947,3,arteries,carotid arteries
N106,treated_by,N1188,1,arteries,mesenteric arteries
N106,treated_by,N1827,1,arteries,tetralogy of fallot
N106,treated_by,N1892,1,arteries,rna
N106,treated_by,N1920,1,arteries,ear
N106,treated_by,N2011,1,arteries,air
N106,treated_by,N2060,1,arteries,mammary arteries
N106,treated_by,N2165,1,arteries,dilatation
N106,treated_by,N2557,1,arteries,ions
N106,treated_by,N2756,1,arteries,gangrene
N106,treated_by,N292,1,arteries,thrombosis
N106,treated_by,N3016,6,arteries,patients
N106,treated_by,N3225,1,arteries,hand
N106,treated_by,N3616,1,arteries,dissection
N106,treated_by,N3945,1,arteries,stents
N106,treated_by,N432,1,arteries,ischemia
N106,treated_by,N49,1,arteries,hypertension
N106,treated_by,N54,1,arteries,methods
N106,treated_by,N6101,1,arteries,nose
N106,treated_by,N655,1,arteries,renal artery
N106,treated_by,N716,1,arteries,iliac artery
N1060,associated_with,N18,1,myositis,syndrome
N1060,associated_with,N1920,1,myositis,ear
N1060,associated_with,N2225,1,myositis,myasthenia gravis
N1060,associated_with,N2557,2,myositis,ions
N1060,associated_with,N2957,1,myositis,erythema
N1060,associated_with,N3793,1,myositis,cations
N1060,associated_with,N5095,1,myositis,thymoma
N1060,associated_with,N605,1,myositis,cytoplasm
N1060,associated_with,N684,1,myositis,anemia
N1060,associated_with,N7314,1,myositis,asthenia
N1062,associated_with,N1029,1,hypertrophy,aortic coarctation
N1062,associated_with,N1056,1,hypertrophy,growth
N1062,associated_with,N106,4,hypertrophy,arteries
N1062,associated_with,N1078,1,hypertrophy,constriction
N1062,associated_with,N108,2,hypertrophy,cholesterol
N1062,associated_with,N111,1,hypertrophy,lipids
N1062,associated_with,N1186,4,hypertrophy,infarction
N1062,associated_with,N1193,1,hypertrophy,pulse
N1062,associated_with,N1224,2,hypertrophy,dialysis
N1062,associated_with,N123,1,hypertrophy,angiomatosis
N1062,associated_with,N1244,1,hypertrophy,oxygen
N1062,associated_with,N1285,14,hypertrophy,blood
N1062,associated_with,N1316,1,hypertrophy,glucose
N1062,associated_with,N1326,5,hypertrophy,mortality
N1062,associated_with,N1376,1,hypertrophy,diabetic retinopathy
N1062,associated_with,N138,1,hypertrophy,hypercholesterolemia
N1062,associated_with,N1398,1,hypertrophy,arm
N1062,associated_with,N149,1,hypertrophy,nad
N1062,associated_with,N154,2,hypertrophy,obesity
N1062,associated_with,N1618,3,hypertrophy,mitral valve
N1062,associated_with,N162,2,hypertrophy,connective tissue
N1062,associated_with,N1622,1,hypertrophy,necrosis
N1062,associated_with,N1698,1,hypertrophy,altitude
N1062,associated_with,N170,2,hypertrophy,infant
N1062,associated_with,N1740,1,hypertrophy,lidocaine
N1062,associated_with,N1756,1,hypertrophy,body surface area
